total_nodes_manhattan,solution_length_manhattan,total_nodes_misplaced,solution_length_misplaced,total_nodes_h_max,solution_length_h_max,solution_lengths_identical,shared_states_manhattan_misplaced,unique_to_manhattan,unique_to_misplaced,avg_order_diff_manhattan_misplaced,max_order_diff_manhattan_misplaced,shared_states_manhattan_h_max,unique_to_h_max,avg_order_diff_manhattan_h_max,max_order_diff_manhattan_h_max,shared_states_misplaced_h_max,avg_order_diff_misplaced_h_max,max_order_diff_misplaced_h_max,size,num_moves
15,5,15,5,21,5,True,15,0,0,0.0,0.0,15,6,0.05,0.09999999999999998,15,0.05,0.09999999999999998,6,5
14,5,14,5,24,5,True,14,0,0,0.0,0.0,14,10,0.08193979933110367,0.16722408026755853,14,0.08193979933110367,0.16722408026755853,6,5
14,5,14,5,24,5,True,14,0,0,0.0,0.0,14,10,0.10989010989010987,0.26755852842809363,14,0.10989010989010987,0.26755852842809363,6,5
15,5,15,5,15,5,True,15,0,0,0.0,0.0,15,0,0.0,0.0,15,0.0,0.0,6,5
14,5,14,5,19,5,True,14,0,0,0.0,0.0,14,5,0.0641025641025641,0.12820512820512825,14,0.0641025641025641,0.12820512820512825,6,5
15,5,15,5,21,5,True,15,0,0,0.0,0.0,15,6,0.08714285714285715,0.2142857142857143,15,0.08714285714285715,0.2142857142857143,6,5
16,5,16,5,25,5,True,16,0,0,0.0,0.0,16,9,0.06406250000000001,0.17500000000000004,16,0.06406250000000001,0.17500000000000004,6,5
16,5,16,5,25,5,True,16,0,0,0.0,0.0,16,9,0.04062500000000001,0.10000000000000009,16,0.04062500000000001,0.10000000000000009,6,5
9,3,9,3,9,3,True,9,0,0,0.0,0.0,9,0,0.0,0.0,9,0.0,0.0,6,5
10,3,10,3,10,3,True,10,0,0,0.0,0.0,10,0,0.0,0.0,10,0.0,0.0,6,5
14,5,14,5,21,5,True,14,0,0,0.0,0.0,14,7,0.0684065934065934,0.18846153846153846,14,0.0684065934065934,0.18846153846153846,6,5
15,5,15,5,23,5,True,15,0,0,0.0,0.0,15,8,0.07705627705627706,0.1558441558441559,15,0.07705627705627706,0.1558441558441559,6,5
8,3,8,3,8,3,True,8,0,0,0.0,0.0,8,0,0.0,0.0,8,0.0,0.0,6,5
12,5,19,5,17,5,True,12,0,2,0.08164983164983165,0.2121212121212121,12,0,0.07007575757575758,0.17045454545454547,17,0.026143790849673203,0.05555555555555558,6,5
10,3,10,3,10,3,True,10,0,0,0.0,0.0,10,0,0.0,0.0,10,0.0,0.0,6,5
14,5,14,5,25,5,True,14,0,0,0.0,0.0,14,11,0.10393772893772893,0.21153846153846156,14,0.10393772893772893,0.21153846153846156,6,5
8,3,8,3,8,3,True,8,0,0,0.0,0.0,8,0,0.0,0.0,8,0.0,0.0,6,5
8,3,8,3,8,3,True,8,0,0,0.0,0.0,8,0,0.0,0.0,8,0.0,0.0,6,5
10,3,10,3,10,3,True,10,0,0,0.0,0.0,10,0,0.0,0.0,10,0.0,0.0,6,5
16,5,16,5,22,5,True,16,0,0,0.0,0.0,16,6,0.05059523809523808,0.1333333333333333,16,0.05059523809523808,0.1333333333333333,6,5
15,5,15,5,23,5,True,15,0,0,0.0,0.0,15,8,0.07835497835497836,0.18181818181818182,15,0.07835497835497836,0.18181818181818182,6,5
13,5,13,5,19,5,True,13,0,0,0.0,0.0,13,6,0.0811965811965812,0.19444444444444448,13,0.0811965811965812,0.19444444444444448,6,5
14,5,14,5,25,5,True,14,0,0,0.0,0.0,14,11,0.08608058608058608,0.21153846153846156,14,0.08608058608058608,0.21153846153846156,6,5
16,5,16,5,25,5,True,16,0,0,0.0,0.0,16,9,0.06406250000000001,0.175,16,0.06406250000000001,0.175,6,5
15,5,15,5,21,5,True,15,0,0,0.0,0.0,15,6,0.07857142857142857,0.1928571428571429,15,0.07857142857142857,0.1928571428571429,6,5
16,5,16,5,22,5,True,16,0,0,0.0,0.0,16,6,0.05059523809523808,0.1333333333333333,16,0.05059523809523808,0.1333333333333333,6,5
16,6,16,6,30,6,True,16,0,0,0.0,0.0,16,14,0.08132183908045977,0.22528735632183908,16,0.08132183908045977,0.22528735632183908,6,8
18,6,18,6,43,6,True,18,0,0,0.0,0.0,18,25,0.09041394335511982,0.2100840336134454,18,0.09041394335511982,0.2100840336134454,6,8
19,6,19,6,31,6,True,19,0,0,0.0,0.0,19,12,0.06549707602339183,0.15555555555555556,19,0.06549707602339183,0.15555555555555556,6,8
19,6,19,6,46,6,True,19,0,0,0.0,0.0,19,27,0.08596491228070176,0.23333333333333334,19,0.08596491228070176,0.23333333333333334,6,8
43,8,85,8,88,8,True,43,6,31,0.14977851605758583,0.4404761904761905,37,34,0.13633337771268805,0.5779967159277504,54,0.1850483488414523,0.638752052545156,6,8
17,6,27,6,25,6,True,17,0,5,0.0661764705882353,0.14423076923076922,17,3,0.0661764705882353,0.125,22,0.045745920745920744,0.17948717948717952,6,8
18,6,18,6,29,6,True,18,0,0,0.0,0.0,18,11,0.09512138188608778,0.20798319327731096,18,0.09512138188608778,0.20798319327731096,6,8
23,8,23,8,44,8,True,23,0,0,0.0,0.0,23,21,0.12229984373563747,0.28858350951374206,23,0.12229984373563747,0.28858350951374206,6,8
24,8,24,8,74,8,True,24,0,0,0.0,0.0,24,50,0.16227417113361126,0.3871351995235259,24,0.16227417113361126,0.3871351995235259,6,8
21,8,21,8,112,8,True,21,0,0,0.0,0.0,21,91,0.14011154011154012,0.3698198198198199,21,0.14011154011154012,0.3698198198198199,6,8
20,8,20,8,99,8,True,20,0,0,0.0,0.0,20,79,0.1375671321160043,0.322234156820623,20,0.1375671321160043,0.322234156820623,6,8
25,8,43,8,168,8,True,25,1,1,0.09619047619047619,0.32142857142857145,24,126,0.15652029274783766,0.3091317365269461,42,0.2470263554523606,0.6062161391502708,6,8
17,6,17,6,32,6,True,17,0,0,0.0,0.0,17,15,0.12666034155597725,0.3024193548387097,17,0.12666034155597725,0.3024193548387097,6,8
24,8,24,8,94,8,True,24,0,0,0.0,0.0,24,70,0.1625370110643603,0.36044880785413747,24,0.1625370110643603,0.36044880785413747,6,8
23,8,23,8,152,8,True,23,0,0,0.0,0.0,23,129,0.12832761824987565,0.2748344370860927,23,0.12832761824987565,0.2748344370860927,6,8
14,6,24,6,29,6,True,14,0,0,0.08791208791208792,0.20066889632107027,14,5,0.09556514913657772,0.20604395604395606,24,0.04858954451345756,0.2360248447204969,6,8
23,8,23,8,49,8,True,23,0,0,0.0,0.0,23,26,0.05591238471673254,0.1477272727272727,23,0.05591238471673254,0.1477272727272727,6,8
20,8,45,8,98,8,True,20,0,0,0.14007177033492824,0.32894736842105265,20,53,0.16413456321215408,0.3727618014107434,45,0.16359470998646256,0.5850515463917526,6,8
18,8,33,8,58,8,True,18,0,0,0.10947712418300654,0.2757352941176471,18,25,0.13845889232886138,0.3715170278637771,33,0.1332402977139819,0.4029605263157895,6,8
22,8,22,8,65,8,True,22,0,0,0.0,0.0,22,43,0.11113365800865802,0.2879464285714286,22,0.11113365800865802,0.2879464285714286,6,8
16,6,16,6,27,6,True,16,0,0,0.0,0.0,16,11,0.046314102564102566,0.11282051282051281,16,0.046314102564102566,0.11282051282051281,6,8
19,8,19,8,89,8,True,19,0,0,0.0,0.0,19,70,0.16208133971291866,0.3535353535353535,19,0.16208133971291866,0.3535353535353535,6,8
22,8,28,8,100,8,True,22,0,0,0.0606060606060606,0.14814814814814814,22,72,0.11734225370589008,0.3203463203463203,28,0.13564213564213562,0.4579124579124579,6,8
24,8,26,8,70,8,True,24,2,3,0.13065217391304348,0.37913043478260866,22,47,0.1297760210803689,0.28985507246376807,23,0.14379332073093887,0.4295652173913044,6,8
25,8,25,8,75,8,True,25,3,3,0.14,0.4166666666666667,22,53,0.1274058149058149,0.2702702702702703,22,0.13498157248157247,0.4335585585585585,6,8
29,8,33,8,76,8,True,29,1,1,0.08128078817733989,0.3080357142857143,28,44,0.05738095238095238,0.15666666666666668,32,0.10152343750000001,0.4425,6,8
22,8,22,8,92,8,True,22,0,0,0.0,0.0,22,70,0.12537462537462538,0.30402930402930406,22,0.12537462537462538,0.30402930402930406,6,8
20,8,20,8,57,8,True,20,0,0,0.0,0.0,20,37,0.1579887218045113,0.343984962406015,20,0.1579887218045113,0.343984962406015,6,8
25,8,25,8,100,8,True,25,0,0,0.0,0.0,25,75,0.15121212121212121,0.35353535353535354,25,0.15121212121212121,0.35353535353535354,6,8
16,6,22,6,21,6,True,16,0,1,0.06785714285714285,0.17142857142857137,16,0,0.0625,0.15000000000000002,21,0.06462585034013604,0.2619047619047619,6,8
22,8,22,8,94,8,True,22,0,0,0.0,0.0,22,72,0.1579388353581902,0.33640552995391704,22,0.1579388353581902,0.33640552995391704,6,8
17,6,17,6,31,6,True,17,0,0,0.0,0.0,17,14,0.13284313725490196,0.2625,17,0.13284313725490196,0.2625,6,8
22,8,22,8,193,8,True,22,0,0,0.0,0.0,22,171,0.15351055194805194,0.37723214285714285,22,0.15351055194805194,0.37723214285714285,6,8
19,6,19,6,46,6,True,19,0,0,0.0,0.0,19,27,0.13157894736842105,0.23333333333333334,19,0.13157894736842105,0.23333333333333334,6,8
20,8,20,8,80,8,True,20,0,0,0.0,0.0,20,60,0.2222518321119254,0.5216522318454364,20,0.2222518321119254,0.5216522318454364,6,8
22,8,22,8,111,8,True,22,0,0,0.0,0.0,22,89,0.12823691460055098,0.26969696969696977,22,0.12823691460055098,0.26969696969696977,6,8
18,8,33,8,58,8,True,18,0,0,0.10386029411764706,0.2757352941176471,18,25,0.15382410274051142,0.3715170278637771,33,0.1888290802764487,0.7269736842105263,6,8
26,8,29,8,198,8,True,26,0,0,0.05972527472527473,0.25571428571428567,26,169,0.19365091761030848,0.36771573604060914,29,0.20902202995674027,0.5358955765047135,6,8
23,8,58,8,106,8,True,23,0,2,0.14114832535885166,0.37320574162679426,23,50,0.1763786937699981,0.4437229437229437,56,0.13822950232724668,0.45814536340852124,6,8
25,8,25,8,61,8,True,25,0,0,0.0,0.0,25,36,0.086,0.19999999999999996,25,0.086,0.19999999999999996,6,8
17,8,17,8,60,8,True,17,0,0,0.0,0.0,17,43,0.15727816550348955,0.3305084745762712,17,0.15727816550348955,0.3305084745762712,6,8
25,8,25,8,122,8,True,25,0,0,0.0,0.0,25,97,0.19506887052341595,0.43422865013774103,25,0.19506887052341595,0.43422865013774103,6,8
21,8,21,8,95,8,True,21,0,0,0.0,0.0,21,74,0.09381965552178319,0.21489361702127663,21,0.09381965552178319,0.21489361702127663,6,8
16,6,16,6,42,6,True,16,0,0,0.0,0.0,16,26,0.10487804878048781,0.19186991869918701,16,0.10487804878048781,0.19186991869918701,6,8
20,6,30,6,43,6,True,20,0,5,0.13030852994555353,0.49546279491833023,20,18,0.10018796992481202,0.2543859649122807,25,0.13681444991789818,0.5205254515599342,6,8
19,8,19,8,87,8,True,19,0,0,0.0,0.0,19,68,0.1401468788249694,0.3074935400516795,19,0.1401468788249694,0.3074935400516795,6,8
19,8,19,8,97,8,True,19,0,0,0.0,0.0,19,78,0.15679824561403508,0.36111111111111105,19,0.15679824561403508,0.36111111111111105,6,8
20,8,45,8,92,8,True,20,0,0,0.14007177033492824,0.32894736842105265,20,47,0.16096009253903992,0.4031231925968768,45,0.12726162726162726,0.5961538461538461,6,8
22,8,22,8,86,8,True,22,0,0,0.0,0.0,22,64,0.13404634581105168,0.25098039215686274,22,0.13404634581105168,0.25098039215686274,6,8
32,8,35,8,131,8,True,32,3,3,0.05238970588235294,0.2125237191650854,29,99,0.09202532728672884,0.20719602977667492,32,0.12680995475113122,0.41402714932126694,6,8
42,9,89,9,151,9,True,42,2,14,0.15053188681237462,0.5221729490022173,40,76,0.1420081300813008,0.4385365853658537,75,0.15551313131313133,0.4556060606060606,6,11
47,9,118,9,150,9,True,47,2,23,0.188235805719617,0.4834633965068748,45,55,0.17622150893233474,0.6349576889407645,95,0.17435957817448458,0.7064762232547467,6,11
24,9,24,9,81,9,True,24,0,0,0.0,0.0,24,57,0.14184782608695654,0.37173913043478257,24,0.14184782608695654,0.37173913043478257,6,11
33,9,65,9,395,9,True,33,0,6,0.10558712121212122,0.265625,33,336,0.23951122904168587,0.5461611675126904,59,0.26097231781811925,0.6867861675126904,6,11
27,9,27,9,97,9,True,27,0,0,0.0,0.0,27,70,0.10458214624881292,0.2203525641025641,27,0.10458214624881292,0.2203525641025641,6,11
28,11,28,11,647,11,True,28,0,0,0.0,0.0,28,619,0.15304191852179466,0.43458319000114665,28,0.15304191852179466,0.43458319000114665,6,11
30,11,30,11,910,11,True,30,0,0,0.0,0.0,30,880,0.23211941883843557,0.5620424111376655,30,0.23211941883843557,0.5620424111376655,6,11
24,9,24,9,91,9,True,24,0,0,0.0,0.0,24,67,0.13480273752012883,0.30772946859903383,24,0.13480273752012883,0.30772946859903383,6,11
34,9,44,9,181,9,True,34,0,3,0.05577664469593334,0.3128964059196617,34,140,0.2186423054070113,0.5474747474747474,41,0.1822934392134619,0.515374677002584,6,11
34,11,52,11,559,11,True,34,0,9,0.04215162000629129,0.22816399286987524,34,516,0.1829394514404002,0.38807429130009774,43,0.1688731006280982,0.3542061986084757,6,11
28,9,90,9,94,9,True,28,0,21,0.12634504488437073,0.25010403662089054,28,25,0.1342379245605052,0.3464755077658303,69,0.12138928723387492,0.4433973661954814,6,11
48,11,50,11,959,11,True,48,3,3,0.08979229989868287,0.33999131567520624,45,912,0.1209266744646303,0.35197441478257,47,0.17401691720973914,0.5159984661923225,6,11
38,11,60,11,1224,11,True,38,1,1,0.09511295416736987,0.2418689876316995,37,1164,0.19937083666062033,0.519413935603633,59,0.28837565355957573,0.677453330931164,6,11
29,11,29,11,223,11,True,29,0,0,0.0,0.0,29,194,0.19478098788443615,0.4932432432432432,29,0.19478098788443615,0.4932432432432432,6,11
35,11,60,11,1673,11,True,35,0,6,0.10712149266486255,0.3330009970089731,35,1619,0.22084958385267983,0.5544610188573037,54,0.25084419124338836,0.7208458356986457,6,11
34,11,68,11,1483,11,True,34,1,1,0.15412243594859926,0.4758028041610131,33,1416,0.2271593372071841,0.513986013986014,67,0.33854024337193717,0.7363889056740588,6,11
32,11,32,11,393,11,True,32,0,0,0.0,0.0,32,361,0.11516622778143515,0.3415898617511521,32,0.11516622778143515,0.3415898617511521,6,11
28,11,61,11,465,11,True,28,0,0,0.16805555555555557,0.4074074074074074,28,404,0.2402532612661923,0.5183588761174969,61,0.257424156774072,0.7423850574712644,6,11
16,7,29,7,42,7,True,16,0,0,0.09092261904761904,0.24761904761904763,16,13,0.11504065040650406,0.29593495934959346,29,0.11588369578277063,0.4329268292682927,6,11
29,11,29,11,316,11,True,29,0,0,0.0,0.0,29,287,0.19589490968801312,0.45952380952380956,29,0.19589490968801312,0.45952380952380956,6,11
25,9,51,9,200,9,True,25,0,0,0.11320000000000001,0.2383333333333333,25,149,0.18825795644891122,0.3607621440536013,51,0.251892797319933,0.6595979899497487,6,11
66,11,84,11,1585,11,True,66,3,4,0.05781447468194456,0.17961075069508803,63,1505,0.22603553853553854,0.6622377622377623,80,0.2617115241268103,0.6501840696117804,6,11
32,9,47,9,320,9,True,32,1,1,0.08263937587657784,0.2545582047685835,31,274,0.12798515130855723,0.3459399332591769,46,0.22001351103104574,0.5506337740220799,6,11
34,9,44,9,149,9,True,34,0,3,0.05577664469593334,0.3128964059196617,34,108,0.20736980295803825,0.5282555282555282,41,0.16198969814965278,0.4709302325581395,6,11
29,11,29,11,217,11,True,29,0,0,0.0,0.0,29,188,0.16212826126619231,0.3108465608465608,29,0.16212826126619231,0.3108465608465608,6,11
36,11,45,11,488,11,True,36,3,3,0.1053932178932179,0.31103896103896106,33,444,0.16757246859916264,0.39982399530654156,42,0.21002782296416794,0.5664084375583349,6,11
24,9,24,9,89,9,True,24,0,0,0.0,0.0,24,65,0.1282526350461133,0.23764822134387348,24,0.1282526350461133,0.23764822134387348,6,11
21,9,21,9,119,9,True,21,0,0,0.0,0.0,21,98,0.18442292171105729,0.37372881355932197,21,0.18442292171105729,0.37372881355932197,6,11
31,11,31,11,560,11,True,31,0,0,0.0,0.0,31,529,0.14203358531940677,0.2838998211091235,31,0.14203358531940677,0.2838998211091235,6,11
40,11,48,11,377,11,True,40,3,3,0.06436170212765957,0.3862520458265139,37,331,0.1681098037481016,0.344721767594108,45,0.20585106382978724,0.5398936170212766,6,11
31,11,31,11,1238,11,True,31,0,0,0.0,0.0,31,1205,0.24296989768865013,0.5452169226623551,31,0.24296989768865013,0.5452169226623551,6,11
29,11,29,11,349,11,True,29,0,0,0.0,0.0,29,320,0.16618538021629578,0.40804597701149425,29,0.16618538021629578,0.40804597701149425,6,11
35,9,40,9,151,9,True,35,3,3,0.15524671407024349,0.40573152337858215,32,114,0.1488970588235294,0.36549019607843136,37,0.1666943866943867,0.4943589743589744,6,11
30,11,30,11,621,11,True,30,0,0,0.0,0.0,30,591,0.13525398591027069,0.26479421579532814,30,0.13525398591027069,0.26479421579532814,6,11
25,9,25,9,91,9,True,25,0,0,0.0,0.0,25,66,0.18555555555555558,0.44999999999999996,25,0.18555555555555558,0.44999999999999996,6,11
22,9,44,9,186,9,True,22,0,2,0.13953488372093023,0.3410852713178294,22,144,0.1832923832923833,0.3866151866151866,42,0.23407261081679687,0.677184160905091,6,11
23,9,23,9,161,9,True,23,0,0,0.0,0.0,23,138,0.1480978260869565,0.3920454545454546,23,0.1480978260869565,0.3920454545454546,6,11
25,9,25,9,105,9,True,25,0,0,0.0,0.0,25,80,0.21576923076923077,0.4391025641025641,25,0.21576923076923077,0.4391025641025641,6,11
37,11,82,11,391,11,True,37,1,3,0.13063063063063063,0.39197530864197533,36,312,0.13002136752136753,0.32948717948717954,79,0.23270102299638165,0.6905982905982906,6,11
31,11,31,11,777,11,True,31,0,0,0.0,0.0,31,746,0.14778849351513138,0.29432989690721656,31,0.14778849351513138,0.29432989690721656,6,11
30,11,74,11,819,11,True,30,1,2,0.14408754526846168,0.33254605573925367,29,747,0.20305027487942226,0.4739903886687463,72,0.28873114624152907,0.8146163378772148,6,11
41,11,52,11,851,11,True,41,0,6,0.1130081300813008,0.36519607843137253,41,804,0.19365853658536583,0.4188235294117647,46,0.17107416879795395,0.49764705882352944,6,11
32,11,32,11,660,11,True,32,0,0,0.0,0.0,32,628,0.2700113808801214,0.48935337020901654,32,0.2700113808801214,0.48935337020901654,6,11
39,11,165,11,983,11,True,39,0,7,0.19438135676903326,0.5028883183568678,39,825,0.27173605327748324,0.5884875120591704,158,0.31810329053559944,0.8209850479360191,6,11
39,11,77,11,910,11,True,39,0,0,0.17543859649122806,0.5657894736842104,39,833,0.29212523141652896,0.8824619304035666,77,0.29888063994369357,0.8408748769613803,6,11
35,11,42,11,809,11,True,35,1,1,0.04957983193277312,0.11047345767575323,34,768,0.23249554626742952,0.5066249271986023,41,0.25630297265300594,0.5655638734605167,6,11
30,11,30,11,495,11,True,30,0,0,0.0,0.0,30,465,0.1471310903252827,0.3617199497417284,30,0.1471310903252827,0.3617199497417284,6,11
81,11,153,11,836,11,True,81,5,11,0.13278102664067576,0.4434210526315789,76,694,0.2513433658997794,0.5951347305389222,142,0.2751459275666606,0.7815868263473054,6,11
28,11,28,11,903,11,True,28,0,0,0.0,0.0,28,874,0.21328851816656694,0.4808655662314199,28,0.21328851816656694,0.4808655662314199,6,11
62,11,90,11,1034,11,True,62,6,10,0.09475992133048919,0.5008288819303739,56,954,0.23993291633699168,0.6662593433101106,80,0.274511214201029,0.7719960407670471,6,11
